,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level
10036,0.1666666666666669,0.0,0.2721504645365964,0.6529051987767585,0.2296395193591455,0.7741935483870965,0.610441767068273,0.3870967741935484,0.0,0.9999999999999998,0.0,0.3307086614173228,0.5,0.3529411764705882,1
10042,0.1666666666666669,0.0077519379844961,0.2250169952413324,0.5382262996941897,0.1882510013351134,0.7741935483870965,0.2991967871485944,0.2741935483870968,0.0,0.9999999999999998,0.0,0.3346456692913386,0.5,0.3529411764705882,1
10114,0.1666666666666669,0.0697674418604651,0.2698844323589395,0.6146788990825689,0.5233644859813082,0.8064516129032255,0.7128514056224899,0.2419354838709676,0.0,0.9999999999999998,0.0,0.3858267716535433,0.5,0.2941176470588235,1
10131,0.1666666666666669,0.0,0.2037162927713573,0.6529051987767585,0.157543391188251,0.8064516129032255,0.2600401606425702,0.2419354838709676,0.0,0.9999999999999998,0.0,0.3937007874015747,0.5,0.2941176470588235,1
10174,0.1666666666666669,0.3255813953488372,0.4847042828008158,0.6192660550458716,0.596795727636849,0.8064516129032255,0.7761044176706827,0.2580645161290321,0.0,0.9999999999999998,0.0,0.1574803149606299,0.5,0.1764705882352941,1
10207,0.1666666666666669,0.3488372093023256,0.5209607976433266,0.7691131498470949,0.9532710280373832,0.7741935483870965,0.7871485943775101,0.2903225806451613,0.0,0.9999999999999998,0.0,0.1811023622047244,0.5,0.3529411764705882,1
10212,0.1666666666666669,0.1860465116279069,0.2941309766598686,0.3746177370030581,0.2510013351134846,0.7419354838709675,0.3303212851405622,0.2903225806451613,0.0,0.9999999999999998,0.0,0.1771653543307086,0.5,0.3529411764705882,1
10250,0.1666666666666669,0.1782945736434108,0.2771357353274417,0.3929663608562691,0.240320427236315,0.5483870967741935,0.3263052208835341,0.2741935483870968,0.0,0.9999999999999998,0.0,0.1535433070866141,0.5,0.1176470588235294,1
10274,0.1666666666666669,0.0775193798449612,0.2318150917743032,0.6529051987767585,0.1775700934579439,0.5806451612903225,0.2761044176706827,0.2419354838709676,0.0,0.9999999999999998,0.0,0.2598425196850393,0.5,0.1764705882352941,1
10349,0.1666666666666669,0.0,0.2030364831180602,0.6529051987767585,0.1522029372496662,0.6774193548387095,0.2479919678714859,0.3709677419354839,0.0,0.9999999999999998,0.0,0.1771653543307086,0.5,0.1176470588235294,1
10416,0.1666666666666669,0.2403100775193798,0.5821436664400634,0.764525993883792,0.3137516688918558,0.8064516129032255,0.4688755020080321,0.3064516129032258,0.0,0.9999999999999998,0.0,0.1929133858267716,0.5,0.1176470588235294,1
10419,0.1666666666666669,0.2945736434108527,0.4319057330614095,0.7599388379204893,0.3711615487316421,0.8064516129032255,0.5983935742971888,0.3064516129032258,0.0,0.9999999999999998,0.0,0.2244094488188976,0.5,0.1176470588235294,1
10425,0.1666666666666669,0.2015503875968992,0.2583276682528892,0.4342507645259939,0.1882510013351134,0.8064516129032255,0.3032128514056225,0.3225806451612903,0.0,0.9999999999999998,0.0,0.2795275590551181,0.5,0.1764705882352941,1
10436,0.1666666666666669,0.1007751937984496,0.206888737820077,0.4724770642201835,0.1668891855807743,0.8064516129032255,0.2720883534136546,0.2741935483870968,0.0,0.9999999999999998,0.0,0.2637795275590551,0.5,0.1764705882352941,1
10468,0.1666666666666669,0.1085271317829457,0.4751869476546567,0.8883792048929664,0.9479305740987982,0.870967741935484,0.7248995983935743,0.2580645161290321,0.0,0.9999999999999998,0.0,0.2637795275590551,0.5,0.0588235294117647,1
10469,0.1666666666666669,0.1395348837209302,0.600951733514616,0.8639143730886851,0.9479305740987982,0.870967741935484,0.7048192771084337,0.2258064516129031,0.0,0.9999999999999998,0.0,0.2637795275590551,0.5,0.0588235294117647,1
10554,0.1666666666666669,0.3875968992248062,0.578064808520281,0.6299694189602447,0.240320427236315,0.5806451612903225,0.2359437751004016,0.1935483870967741,0.0,0.9999999999999998,0.0,0.1614173228346456,0.5,0.2352941176470588,1
10648,0.1666666666666669,0.0,0.4051665533650578,0.6529051987767585,0.3818424566088117,0.7419354838709675,0.7319277108433736,0.3548387096774194,0.0,0.9999999999999998,0.0,0.1968503937007873,0.5,0.1176470588235294,1
10670,0.1666666666666669,0.1550387596899224,0.4035803308406979,0.5795107033639144,0.3351134846461949,0.7419354838709675,0.6024096385542168,0.2419354838709676,0.0,0.9999999999999998,0.0,0.1181102362204724,0.5,0.0588235294117647,1
10707,0.1666666666666669,0.2093023255813953,0.5112168592794017,0.6146788990825689,0.2202937249666222,0.6774193548387095,0.1967871485943775,0.2580645161290321,0.0,0.9999999999999998,0.0,0.1377952755905512,0.5,0.0588235294117647,1
10749,0.1666666666666669,0.2170542635658914,0.5399954679356447,0.798165137614679,0.3404539385847797,0.3548387096774195,0.575301204819277,0.2741935483870968,0.0,0.9999999999999998,0.0,0.2952755905511811,0.5,0.2352941176470588,1
10750,0.1666666666666669,0.2325581395348837,0.5710401087695446,0.7232415902140673,0.3137516688918558,0.3548387096774195,0.4648594377510039,0.2741935483870968,0.0,0.9999999999999998,0.0,0.3070866141732283,0.5,0.2352941176470588,1
10758,0.1666666666666669,0.1550387596899224,0.3131656469521867,0.4143730886850153,0.1882510013351134,0.3548387096774195,0.2208835341365461,0.2741935483870968,0.0,0.9999999999999998,0.0,0.2952755905511811,0.5,0.2352941176470588,1
10790,0.1666666666666669,0.0,0.0,0.6529051987767585,0.2296395193591455,0.5483870967741935,0.0,0.3225806451612903,0.0,0.9999999999999998,0.0,0.2795275590551181,0.5,0.2352941176470588,1
10797,0.1666666666666669,0.0,0.0,0.6529051987767585,0.2296395193591455,0.5806451612903225,0.0,0.2258064516129031,0.0,0.9999999999999998,0.0,0.2795275590551181,0.5,0.2352941176470588,1
10825,0.1666666666666669,0.0,0.2043961024246544,0.6529051987767585,0.1722296395193591,0.6774193548387095,0.2911646586345381,0.1612903225806451,0.0,0.9999999999999998,0.0,0.3346456692913386,0.5,0.2352941176470588,1
10926,0.1666666666666669,0.1860465116279069,0.4529798323136189,0.6896024464831805,0.5700934579439252,0.8387096774193545,0.7791164658634537,0.3225806451612903,0.0,0.9999999999999998,0.0,0.3779527559055118,0.5,0.3529411764705882,1
10983,0.1666666666666669,0.0387596899224806,0.2225243598459098,0.5474006116207951,0.1615487316421895,0.7096774193548385,0.2680722891566265,0.2419354838709676,0.0,0.9999999999999998,0.0,0.3779527559055118,0.5,0.3529411764705882,1
11073,0.1666666666666669,0.1007751937984496,0.454339451620213,0.6880733944954129,0.2723631508678237,0.8064516129032255,0.3775100401606426,0.2903225806451613,0.0,0.9999999999999998,0.0,0.1259842519685039,0.5,0.1764705882352941,1
11154,0.1666666666666669,0.1782945736434108,0.4402900521187401,0.6880733944954129,0.3351134846461949,0.6774193548387095,0.6576305220883534,0.2741935483870968,0.0,0.9999999999999998,0.0,0.0905511811023622,0.5,0.0,1
11175,0.1666666666666669,0.2945736434108527,0.4384772263766145,0.6162079510703364,0.1935914552736982,0.7096774193548385,0.2520080321285141,0.2903225806451613,0.0,0.9999999999999998,0.0,0.0905511811023622,0.5,0.0588235294117647,1
11178,0.1666666666666669,0.2635658914728682,0.4112848402447315,0.617737003058104,0.356475300400534,0.7096774193548385,0.641566265060241,0.2419354838709676,0.0,0.9999999999999998,0.0,0.1023622047244094,0.5,0.0588235294117647,1
11198,0.1666666666666669,0.2945736434108527,0.4409698617720372,0.617737003058104,0.1935914552736982,0.7419354838709675,0.180722891566265,0.2419354838709676,0.0,0.9999999999999998,0.0,0.1417322834645669,0.5,0.0588235294117647,1
11210,0.1666666666666669,0.2790697674418604,0.4178563335599365,0.6896024464831805,0.9532710280373832,0.7419354838709675,0.7951807228915663,0.2419354838709676,0.0,0.9999999999999998,0.0,0.2322834645669291,0.5,0.0588235294117647,1
11236,0.1666666666666669,0.4108527131782946,0.4298663041015182,0.691131498470948,0.8945260347129504,0.7419354838709675,0.8072289156626506,0.1935483870967741,0.0,0.9999999999999998,0.0,0.1299212598425196,0.5,0.0588235294117647,1
11260,0.1666666666666669,0.4651162790697674,0.4946748243825062,0.5749235474006117,0.2202937249666222,0.6774193548387095,0.1967871485943775,0.2580645161290321,0.0,0.9999999999999998,0.0,0.0275590551181102,0.5,0.0,1
11294,0.1666666666666669,0.4961240310077519,0.5216406072966236,0.6162079510703364,0.2149532710280373,0.5806451612903225,0.1847389558232931,0.3225806451612903,0.0,0.9999999999999998,0.0,0.1889763779527559,0.5,0.2352941176470588,1
11295,0.1666666666666669,0.4883720930232558,0.5180149558123726,0.617737003058104,0.2149532710280373,0.5806451612903225,0.1847389558232931,0.3225806451612903,0.0,0.9999999999999998,0.0,0.1889763779527559,0.5,0.2352941176470588,1
11306,0.1666666666666669,0.4806201550387596,0.5039655563108997,0.5886850152905199,0.2096128170894526,0.5806451612903225,0.1847389558232931,0.2580645161290321,0.0,0.9999999999999998,0.0,0.0157480314960629,0.5,0.0,1
11317,0.1666666666666669,0.5038759689922481,0.5350101971447995,0.6162079510703364,0.2256341789052069,0.5806451612903225,0.1847389558232931,0.2741935483870968,0.0,0.9999999999999998,0.0,0.0708661417322834,0.5,0.0,1
11339,0.1666666666666669,0.3333333333333333,0.5035123498753682,0.5305810397553516,0.2096128170894526,0.6129032258064515,0.180722891566265,0.3064516129032258,0.0,0.9999999999999998,0.0,0.1496062992125984,0.5,0.0588235294117647,1
11343,0.1666666666666669,0.3720930232558139,0.562655789712214,0.6529051987767585,0.2202937249666222,0.6129032258064515,0.1847389558232931,0.3064516129032258,0.0,0.9999999999999998,0.0,0.1338582677165354,0.5,0.0588235294117647,1
11344,0.1666666666666669,0.3798449612403101,0.5617493768411511,0.6299694189602447,0.4245660881174899,0.6129032258064515,0.7871485943775101,0.3064516129032258,0.0,0.9999999999999998,0.0,0.1220472440944882,0.5,0.0588235294117647,1
11346,0.1666666666666669,0.4031007751937984,0.6097892590074779,0.691131498470948,0.2296395193591455,0.5806451612903225,0.1656626506024096,0.3064516129032258,0.0,0.9999999999999998,0.0,0.1417322834645669,0.5,0.0588235294117647,1
11365,0.1666666666666669,0.2713178294573643,0.3908905506458192,0.4938837920489297,0.198931909212283,0.4516129032258065,0.1967871485943775,0.2258064516129031,0.0,0.9999999999999998,0.0,0.468503937007874,0.0,0.1764705882352941,1
11397,0.3333333333333335,0.0852713178294573,0.4006344890097439,0.7996941896024465,0.3137516688918558,0.3870967741935485,0.3624497991967871,0.2096774193548386,0.0,0.9999999999999998,0.0,0.5,0.0,0.4705882352941176,1
11414,0.3333333333333335,0.3178294573643411,0.4724677090414684,0.6146788990825689,0.2149532710280373,0.4838709677419355,0.216867469879518,0.2580645161290321,0.0,0.9999999999999998,0.0,0.6062992125984252,0.0,0.4705882352941176,1
11442,0.3333333333333335,0.4341085271317829,0.5341037842737367,0.6880733944954129,0.8798397863818423,0.6451612903225805,0.7871485943775101,0.2580645161290321,0.0,0.9999999999999998,0.0,0.1614173228346456,0.0,0.2941176470588235,1
11449,0.3333333333333335,0.3410852713178294,0.5411284840244731,0.6131498470948012,0.8010680907877168,0.6129032258064515,0.4999999999999999,0.2903225806451613,0.0,0.9999999999999998,0.0,0.0275590551181102,1.0,0.1764705882352941,1
11452,0.3333333333333335,0.3410852713178294,0.5139360978925901,0.6529051987767585,0.8945260347129504,0.5806451612903225,0.7911646586345381,0.2903225806451613,0.0,0.9999999999999998,0.0,0.0236220472440944,1.0,0.0,1
11521,0.3333333333333335,0.4031007751937984,0.5937004305461138,0.5779816513761469,0.5500667556742322,0.193548387096774,0.7479919678714859,0.1935483870967741,0.0,0.9999999999999998,0.0,0.1102362204724409,0.5,0.0,1
11530,0.3333333333333335,0.3953488372093023,0.6476319963743485,0.6529051987767585,0.9479305740987982,0.193548387096774,0.7991967871485943,0.2580645161290321,0.0,0.9999999999999998,0.0,0.0826771653543307,0.5,0.0,1
11552,0.3333333333333335,0.3720930232558139,0.5563108996147745,0.6529051987767585,0.8691588785046729,0.258064516129032,0.7168674698795181,0.2580645161290321,0.0,0.9999999999999998,0.0,0.0393700787401574,1.0,0.0,1
11558,0.3333333333333335,0.3953488372093023,0.5889417629730342,0.6529051987767585,0.623497997329773,0.290322580645161,0.7680722891566265,0.2903225806451613,0.0,0.9999999999999998,0.0,0.0354330708661417,1.0,0.0,1
11566,0.3333333333333335,0.4108527131782946,0.6136415137094947,0.6529051987767585,0.4285714285714285,0.3225806451612905,0.7248995983935743,0.3225806451612903,0.0,0.9999999999999998,0.0,0.0629921259842519,1.0,0.0,1
11578,0.3333333333333335,0.4031007751937984,0.5957398595060049,0.6896024464831805,0.9532710280373832,0.3870967741935485,0.8032128514056225,0.3387096774193548,0.0,0.9999999999999998,0.0,0.1259842519685039,0.5,0.0,1
11589,0.3333333333333335,0.3565891472868217,0.5316111488783141,0.7262996941896025,0.9532710280373832,0.3870967741935485,0.7991967871485943,0.3064516129032258,0.0,0.9999999999999998,0.0,0.1102362204724409,0.5,0.0,1
11600,0.3333333333333335,0.2713178294573643,0.4058463630183548,0.6529051987767585,0.8264352469959946,0.4193548387096775,0.8273092369477912,0.2580645161290321,0.0,0.9999999999999998,0.0,0.1220472440944882,1.0,0.0,1
11619,0.3333333333333335,0.3565891472868217,0.5288919102651258,0.691131498470948,0.890520694259012,0.4838709677419355,0.7439759036144578,0.2580645161290321,0.0,0.9999999999999998,0.0,0.0905511811023622,1.0,0.0,1
11639,0.3333333333333335,0.3333333333333333,0.4969408565601632,0.7232415902140673,0.9532710280373832,0.5806451612903225,0.8072289156626506,0.2258064516129031,0.0,0.9999999999999998,0.0,0.0669291338582677,1.0,0.0,1
11700,0.3333333333333335,0.7751937984496124,0.6512576478585996,0.764525993883792,0.9479305740987982,0.225806451612903,0.8192771084337349,0.3064516129032258,0.0,0.9999999999999998,0.0,0.1811023622047244,1.0,0.0,1
11716,0.3333333333333335,0.8294573643410853,0.6956718785406752,0.6529051987767585,0.240320427236315,0.129032258064516,0.1576305220883534,0.2741935483870968,0.0,0.9999999999999998,0.0,0.0118110236220472,0.5,0.0,1
11722,0.3333333333333335,0.8294573643410853,0.6945388624518468,0.6529051987767585,0.240320427236315,0.096774193548387,0.1576305220883534,0.2580645161290321,0.0,0.9999999999999998,0.0,0.0236220472440944,0.5,0.0,1
11728,0.3333333333333335,0.8294573643410853,0.6983911171538636,0.6529051987767585,0.240320427236315,0.032258064516129,0.1536144578313253,0.2903225806451613,0.0,0.9999999999999998,0.0,0.0433070866141732,1.0,0.0,1
11738,0.3333333333333335,0.8372093023255813,0.7022433718558804,0.6529051987767585,0.240320427236315,0.0,0.1536144578313253,0.3064516129032258,0.0,0.9999999999999998,0.0,0.0669291338582677,1.0,0.0588235294117647,2
11741,0.3333333333333335,0.8449612403100775,0.7115341037842737,0.6529051987767585,0.2510013351134846,0.0,0.1656626506024096,0.2903225806451613,0.0333333333333333,0.9999999999999998,0.0,0.0629921259842519,1.0,0.0588235294117647,2
11751,0.3333333333333335,0.8837209302325582,0.740086109222751,0.6926605504587157,0.2510013351134846,0.064516129032258,0.1656626506024096,0.2580645161290321,0.0333333333333333,0.9999999999999998,0.0,0.0196850393700787,1.0,0.0,2
11767,0.3333333333333335,0.8294573643410853,0.698844323589395,0.6162079510703364,0.2456608811748998,0.129032258064516,0.1656626506024096,0.3064516129032258,0.0333333333333333,0.9999999999999998,0.0,0.0078740157480314,0.5,0.0,2
11802,0.3333333333333335,0.875968992248062,0.7353274416496715,0.6529051987767585,0.2510013351134846,0.290322580645161,0.1616465863453815,0.3709677419354839,0.0333333333333333,0.9999999999999998,0.0,0.0511811023622047,1.0,0.0588235294117647,2
11846,0.3333333333333335,0.9069767441860463,0.757761160208475,0.6896024464831805,0.2510013351134846,0.3870967741935485,0.1576305220883534,0.3387096774193548,0.0333333333333333,0.9999999999999998,0.0,0.0118110236220472,1.0,0.0588235294117647,2
11847,0.3333333333333335,0.9069767441860463,0.7604803988216633,0.6529051987767585,0.2510013351134846,0.3870967741935485,0.1576305220883534,0.3387096774193548,0.0333333333333333,0.9999999999999998,0.0,0.0196850393700787,1.0,0.0588235294117647,2
11867,0.3333333333333335,0.8449612403100775,0.7108542941309767,0.6529051987767585,0.240320427236315,0.3870967741935485,0.1536144578313253,0.2741935483870968,0.0333333333333333,0.9999999999999998,0.0,0.0275590551181102,1.0,0.0,1
11887,0.3333333333333335,0.8914728682170543,0.7493768411511443,0.6819571865443426,0.2456608811748998,0.3870967741935485,0.1536144578313253,0.2580645161290321,0.0333333333333333,0.9999999999999998,0.0,0.0393700787401574,0.5,0.1176470588235294,2
11891,0.3333333333333335,0.9069767441860463,0.7591207795150692,0.6880733944954129,0.2510013351134846,0.3870967741935485,0.1495983935742972,0.2580645161290321,0.0333333333333333,0.9999999999999998,0.0,0.0314960629921259,0.5,0.0588235294117647,2
11927,0.3333333333333335,0.7209302325581395,0.6061636075232268,0.6146788990825689,0.2296395193591455,0.4516129032258065,0.180722891566265,0.2903225806451613,0.0333333333333333,0.9999999999999998,0.0,0.0236220472440944,1.0,0.0588235294117647,1
11959,0.3333333333333335,0.0620155038759689,0.2048493088601858,0.4678899082568807,0.1615487316421895,0.4838709677419355,0.2761044176706827,0.2580645161290321,0.0333333333333333,0.9999999999999998,0.0,0.0787401574803149,0.5,0.0588235294117647,1
11962,0.3333333333333335,0.0232558139534883,0.2037162927713573,0.5764525993883792,0.157543391188251,0.4838709677419355,0.2520080321285141,0.2580645161290321,0.0333333333333333,0.9999999999999998,0.0,0.0748031496062992,0.5,0.0588235294117647,1
12000,0.3333333333333335,0.1007751937984496,0.2583276682528892,0.6529051987767585,0.130841121495327,0.6129032258064515,0.1616465863453815,0.2903225806451613,0.0333333333333333,0.9999999999999998,0.0,0.1141732283464566,0.5,0.0,1
12022,0.3333333333333335,0.0465116279069767,0.2066621346023113,0.5198776758409787,0.1615487316421895,0.6774193548387095,0.2791164658634538,0.1774193548387096,0.0333333333333333,0.9999999999999998,0.0,0.1062992125984252,0.5,0.0588235294117647,1
12107,0.3333333333333335,0.1317829457364341,0.3292544754135509,0.5886850152905199,0.1615487316421895,0.870967741935484,0.1576305220883534,0.2419354838709676,0.0333333333333333,0.9999999999999998,0.0,0.0354330708661417,0.5,0.1176470588235294,1
12126,0.3333333333333335,0.1240310077519379,0.2812145932472241,0.5749235474006117,0.1522029372496662,0.870967741935484,0.1736947791164658,0.2903225806451613,0.0333333333333333,0.9999999999999998,0.0,0.0314960629921259,0.5,0.0588235294117647,1
12152,0.3333333333333335,0.0,0.2381599818717426,0.6529051987767585,0.1522029372496662,0.8387096774193545,0.2128514056224899,0.2903225806451613,0.0333333333333333,0.9999999999999998,0.0,0.0314960629921259,0.5,0.0588235294117647,1
12156,0.3333333333333335,0.0387596899224806,0.1733514615907546,0.7706422018348624,0.465954606141522,0.8387096774193545,0.6927710843373494,0.3064516129032258,0.0333333333333333,0.9999999999999998,0.0,0.0314960629921259,0.5,0.0588235294117647,1
12210,0.3333333333333335,0.0,0.206888737820077,0.6529051987767585,0.1522029372496662,0.8064516129032255,0.2399598393574297,0.3387096774193548,0.0333333333333333,0.9999999999999998,0.0,0.0433070866141732,0.5,0.1176470588235294,1
12228,0.3333333333333335,0.1240310077519379,0.5513256288239293,0.7339449541284404,0.3404539385847797,0.8064516129032255,0.5200803212851405,0.3387096774193548,0.0333333333333333,0.9999999999999998,0.0,0.0433070866141732,0.5,0.1176470588235294,1
12230,0.3333333333333335,0.1550387596899224,0.3650577838205303,0.7308868501529052,0.4445927903871828,0.8064516129032255,0.7439759036144578,0.3387096774193548,0.0333333333333333,0.9999999999999998,0.0,0.0433070866141732,0.5,0.1176470588235294,1
12239,0.3333333333333335,0.0930232558139534,0.2311352821210061,0.6146788990825689,0.1722296395193591,0.7741935483870965,0.2359437751004016,0.3387096774193548,0.0333333333333333,0.9999999999999998,0.0,0.0433070866141732,0.5,0.1176470588235294,1
12245,0.3333333333333335,0.0542635658914728,0.2003172445048719,0.573394495412844,0.157543391188251,0.7741935483870965,0.2560240963855422,0.1612903225806451,0.0333333333333333,0.9999999999999998,0.0,0.0433070866141732,0.5,0.1176470588235294,1
12307,0.3333333333333335,0.1860465116279069,0.4450487196918196,0.6269113149847095,0.1935914552736982,0.7741935483870965,0.2208835341365461,0.2258064516129031,0.0333333333333333,0.9999999999999998,0.0,0.0354330708661417,0.5,0.0588235294117647,1
12310,0.3333333333333335,0.1317829457364341,0.3346929526399275,0.518348623853211,0.1615487316421895,0.7741935483870965,0.1847389558232931,0.2258064516129031,0.0333333333333333,0.9999999999999998,0.0,0.0354330708661417,0.5,0.0588235294117647,1
12323,0.3333333333333335,0.0310077519379844,0.2034896895535916,0.4724770642201835,0.1615487316421895,0.7741935483870965,0.2720883534136546,0.3225806451612903,0.0333333333333333,0.9999999999999998,0.0,0.0354330708661417,0.5,0.0588235294117647,1
12346,0.1666666666666669,0.0,0.1470654883299343,0.6529051987767585,0.0253671562082777,0.6129032258064515,0.2359437751004016,0.7096774193548386,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12347,0.1666666666666669,0.0,0.1504645365964196,0.6529051987767585,0.0253671562082777,0.6129032258064515,0.2359437751004016,0.7096774193548386,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12380,0.1666666666666669,0.0,0.1527305687740766,0.6529051987767585,0.0253671562082777,0.6451612903225805,0.2319277108433735,0.6774193548387096,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12385,0.1666666666666669,0.0,0.1511443462497167,0.6529051987767585,0.0253671562082777,0.6774193548387095,0.2319277108433735,0.6774193548387096,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12393,0.1666666666666669,0.0,0.1484251076365284,0.6529051987767585,0.041388518024032,0.6774193548387095,0.3032128514056225,0.6774193548387096,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12405,0.1666666666666669,0.0,0.1475186947654656,0.6529051987767585,0.0307076101468624,0.7096774193548385,0.2640562248995984,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,3
12417,0.1666666666666669,0.0,0.1491049172898255,0.6529051987767585,0.0307076101468624,0.5483870967741935,0.2640562248995984,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,3
12420,0.1666666666666669,0.0,0.1484251076365284,0.6529051987767585,0.0307076101468624,0.5161290322580645,0.2640562248995984,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12421,0.1666666666666669,0.0,0.1495581237253569,0.6529051987767585,0.0307076101468624,0.5161290322580645,0.2640562248995984,0.8064516129032259,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12428,0.1666666666666669,0.0,0.1520507591207795,0.6529051987767585,0.0307076101468624,0.4838709677419355,0.2359437751004016,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12434,0.1666666666666669,0.0,0.1527305687740766,0.6529051987767585,0.0253671562082777,0.4516129032258065,0.2359437751004016,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12462,0.1666666666666669,0.0,0.1511443462497167,0.6529051987767585,0.0253671562082777,0.5161290322580645,0.2399598393574297,0.5645161290322581,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12463,0.1666666666666669,0.0,0.1515975526852481,0.6529051987767585,0.0307076101468624,0.5161290322580645,0.2399598393574297,0.6129032258064516,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12479,0.1666666666666669,0.0,0.1497847269431226,0.6529051987767585,0.0307076101468624,0.5483870967741935,0.2399598393574297,0.6129032258064516,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12481,0.1666666666666669,0.0,0.1515975526852481,0.6529051987767585,0.0307076101468624,0.5483870967741935,0.2439759036144578,0.6129032258064516,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12492,0.1666666666666669,0.0155038759689922,0.2741898934964876,0.5840978593272171,0.0467289719626168,0.5806451612903225,0.3032128514056225,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0393700787401574,0.5,0.0,3
12496,0.1666666666666669,0.0620155038759689,0.2769091321096759,0.7599388379204893,0.0467289719626168,0.5483870967741935,0.3704819277108434,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,3
12508,0.1666666666666669,0.1705426356589147,0.3908905506458192,0.6941896024464832,0.0987983978638184,0.6129032258064515,0.4096385542168674,0.8064516129032259,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12528,0.1666666666666669,0.5271317829457365,0.5703602991162474,0.6957186544342508,0.1041388518024031,0.5806451612903225,0.28714859437751,0.6774193548387096,0.4333333333333333,0.0,0.0,0.0472440944881889,0.5,0.0,2
12536,0.1666666666666669,0.5891472868217054,0.6245184681622479,0.7003058103975536,0.1468624833110814,0.5161290322580645,0.4056224899598393,0.7903225806451614,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2
12539,0.1666666666666669,0.627906976744186,0.728982551552232,0.7048929663608563,0.6809078771695594,0.5161290322580645,0.4407630522088353,0.8064516129032259,0.4333333333333333,0.0,0.0,0.1023622047244094,0.5,0.0588235294117647,4
12541,0.1666666666666669,0.6356589147286822,0.5372762293224564,0.6957186544342508,0.5861148197596795,0.5161290322580645,0.3664658634538152,0.7903225806451614,0.4333333333333333,0.0,0.0,0.0984251968503936,0.5,0.0588235294117647,3
12544,0.1666666666666669,0.627906976744186,0.5350101971447995,0.5703363914373089,0.2096128170894526,0.5161290322580645,0.4016064257028112,0.8064516129032259,0.4333333333333333,0.0,0.0,0.0984251968503936,0.5,0.0588235294117647,3
12545,0.1666666666666669,0.627906976744186,0.5322909585316111,0.691131498470948,0.57543391188251,0.4838709677419355,0.9367469879518072,0.8064516129032259,0.4333333333333333,0.0,0.0,0.0984251968503936,0.5,0.0588235294117647,3
12553,0.1666666666666669,0.7209302325581395,0.608203036483118,0.691131498470948,0.5647530040053403,0.4516129032258065,0.9056224899598394,0.7258064516129031,0.4333333333333333,0.0,0.0,0.0433070866141732,0.5,0.0,3
12572,0.1666666666666669,0.7751937984496124,0.6514842510763653,0.6529051987767585,0.3604806408544727,0.4516129032258065,0.9056224899598394,0.5806451612903226,0.4333333333333333,0.0,0.0,0.0551181102362204,1.0,0.0,2
12608,0.1666666666666669,0.7906976744186046,0.6573759347382733,0.6529051987767585,0.7062750333778371,0.5161290322580645,0.9096385542168676,0.6129032258064516,0.4333333333333333,0.0,0.0,0.1614173228346456,1.0,0.1176470588235294,3
12617,0.1666666666666669,0.7596899224806202,0.6385678676637209,0.6406727828746178,0.6915887850467288,0.5161290322580645,0.9016064257028112,0.5967741935483871,0.4333333333333333,0.0,0.0,0.0433070866141732,0.5,0.0588235294117647,3
12619,0.1666666666666669,0.751937984496124,0.6306367550419216,0.6253822629969419,0.6862483311081442,0.5161290322580645,0.8975903614457832,0.6451612903225806,0.4333333333333333,0.0,0.0,0.0393700787401574,0.5,0.0588235294117647,3
12627,0.1666666666666669,0.7131782945736433,0.6018581463856787,0.5749235474006117,0.0787716955941255,0.5161290322580645,0.2359437751004016,0.7258064516129031,0.4333333333333333,0.0,0.0,0.0393700787401574,0.5,0.0,3
12630,0.1666666666666669,0.6356589147286822,0.5474733741219125,0.5443425076452599,0.4766355140186915,0.5161290322580645,0.893574297188755,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0787401574803149,0.5,0.0,3
