,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,distance_travelled,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level,risk_level_train,risk_propagation_pred,risk_spreading_pred
1077,19,78.0,3032.0,-0.22,49.4,90.0,0.0214999999999996,90.6,68.0,6,12.9,0.0,28.0,90.0,2.0,2,-1,2,2
1078,19,76.0,3004.0,-0.63,35.7,90.0,0.0202999999999988,90.6,68.0,6,12.9,0.0,30.0,90.0,2.0,2,-1,1,2
1079,19,76.0,2942.0,-0.62,24.7,90.0,0.0233999999999987,20.0,68.0,6,12.9,0.0,30.0,90.0,2.0,1,-1,1,1
1080,19,74.0,2907.0,-0.62,17.3,90.0,0.0089000000000005,33.7,68.0,6,12.9,0.0,32.0,90.0,2.0,1,-1,1,1
1081,19,72.0,2810.0,-0.62,18.0,89.0,0.0227000000000003,23.9,67.0,6,12.9,0.0,33.0,70.0,2.0,2,-1,1,2
1082,19,69.0,2695.0,-0.96,17.6,89.0,0.0260999999999995,23.1,67.0,6,12.9,0.0,33.0,70.0,2.0,1,-1,1,1
1083,19,65.0,2583.0,-1.18,17.3,89.0,0.0203000000000024,22.7,67.0,6,12.9,0.0,31.0,70.0,2.0,1,-1,1,1
1084,19,62.0,2462.0,-0.71,23.1,88.0,0.0162999999999975,25.1,67.0,6,12.9,0.0,34.0,70.0,2.0,1,-1,1,1
1085,19,61.0,2435.0,-0.48,22.7,88.0,0.0153999999999996,49.8,66.0,6,12.9,0.0,37.0,70.0,2.0,1,-1,1,1
1086,19,60.0,2368.0,-0.25,33.3,87.0,0.0137999999999998,79.6,66.0,6,12.9,0.0,37.0,70.0,2.0,1,-1,1,1
1087,19,60.0,2318.0,-0.23,45.5,87.0,0.017000000000003,73.7,66.0,6,12.9,0.0,37.0,70.0,2.0,1,-1,1,1
1088,19,59.0,2316.0,-0.24,61.6,87.0,0.0193999999999974,89.4,65.0,6,12.9,0.0,36.0,70.0,2.0,1,-1,1,1
1089,19,60.0,2334.0,0.23,82.7,87.0,0.015900000000002,91.4,65.0,6,12.9,0.0,36.0,70.0,2.0,1,-1,1,1
1090,19,60.0,2346.0,0.24,64.7,88.0,0.0142999999999986,89.4,65.0,6,12.9,0.0,34.0,70.0,2.0,1,-1,1,1
1091,19,60.0,2344.0,0.0,72.2,88.0,0.0092999999999996,90.2,65.0,6,12.9,0.0,35.0,70.0,2.0,1,-1,1,1
1092,19,60.0,2354.0,0.0,82.0,89.0,0.0280000000000022,91.4,65.0,6,12.9,0.0,35.0,70.0,2.0,1,-1,1,1
1093,19,60.0,2360.0,0.0,82.4,89.0,0.0144999999999981,91.0,65.0,6,12.9,0.0,46.0,70.0,2.0,1,-1,1,2
1094,19,61.0,2387.0,0.0,82.4,90.0,0.0167000000000001,91.0,65.0,6,12.9,0.0,71.0,90.0,2.0,2,-1,1,2
1095,19,62.0,2412.0,0.23,85.1,90.0,0.0202999999999988,91.0,65.0,6,12.9,0.0,72.0,70.0,3.0,2,-1,2,2
1096,19,62.0,2440.0,0.23,85.5,90.0,0.0143000000000022,91.0,65.0,6,12.9,0.0,73.0,70.0,3.0,2,-1,2,2
1097,19,63.0,2470.0,0.0,84.3,90.0,0.0198999999999998,90.6,64.0,6,12.9,0.0,72.0,70.0,3.0,2,-1,2,2
1098,19,63.0,2492.0,0.2,83.9,90.0,0.0096999999999987,91.0,64.0,6,12.9,0.0,74.0,70.0,3.0,2,-1,1,2
1099,19,64.0,2514.0,0.16,83.5,90.0,0.0205000000000019,91.4,64.0,6,12.9,0.0,72.0,70.0,3.0,2,-1,1,2
1100,19,65.0,2547.0,0.24,81.6,90.0,0.0215999999999993,91.4,63.0,6,12.9,0.0,69.0,70.0,3.0,2,-1,1,2
1101,19,66.0,2580.0,0.12,85.5,90.0,0.018699999999999,92.2,63.0,6,12.9,0.0,79.0,70.0,3.0,2,-1,2,2
1102,19,67.0,2615.0,0.25,85.5,90.0,0.0169999999999994,92.5,63.0,6,12.9,0.0,80.0,90.0,3.0,2,-1,2,2
1103,19,67.0,2645.0,0.25,85.5,89.0,0.0216999999999991,92.9,63.0,6,12.9,0.0,79.0,90.0,3.0,2,-1,2,2
1104,19,68.0,2673.0,0.25,84.7,88.0,0.0167999999999999,92.9,64.0,6,12.9,0.0,79.0,90.0,3.0,2,2,2,2
1105,19,68.0,2677.0,0.25,72.5,88.0,0.0151000000000003,90.6,64.0,6,12.9,0.0,77.0,90.0,3.0,2,-1,2,2
1106,19,68.0,2660.0,-0.24,58.4,88.0,0.0222000000000015,88.2,64.0,6,12.9,0.0,75.0,90.0,3.0,2,-1,2,2
1107,19,67.0,2645.0,-0.24,85.1,88.0,0.0167999999999999,92.5,65.0,6,12.9,0.0,76.0,90.0,3.0,2,-1,2,2
1108,19,68.0,2681.0,0.0,83.5,88.0,0.0219999999999984,92.2,65.0,6,12.9,0.0,75.0,70.0,3.0,2,-1,2,2
1109,19,70.0,2739.0,0.36,77.6,89.0,0.0190000000000019,91.4,65.0,6,12.9,0.0,76.0,70.0,3.0,2,-1,1,1
1110,19,71.0,2820.0,0.45,72.9,90.0,0.016099999999998,91.4,65.0,6,12.9,0.0,74.0,70.0,3.0,2,-1,1,2
1111,19,73.0,2862.0,0.46,68.2,90.0,0.0193000000000012,90.6,65.0,6,12.9,0.0,72.0,70.0,3.0,2,-1,1,2
1112,19,75.0,2927.0,0.22,69.4,90.0,0.0253000000000014,94.1,65.0,6,12.9,0.0,69.0,70.0,3.0,2,-1,2,2
1113,19,78.0,3041.0,0.72,69.8,90.0,0.0203999999999986,95.7,63.0,6,12.9,0.0,58.0,70.0,3.0,2,-1,2,2
1114,19,78.0,3074.0,0.35,27.8,90.0,0.0195000000000007,87.5,63.0,6,12.9,0.0,35.0,70.0,2.0,2,-1,2,2
1115,19,81.0,3187.0,0.22,67.8,90.0,0.0255000000000009,98.0,63.0,6,12.9,0.0,35.0,70.0,2.0,2,-1,1,1
1116,19,82.0,3212.0,0.78,18.8,90.0,0.0219999999999984,25.1,63.0,6,12.9,0.0,27.0,70.0,2.0,2,-1,1,1
1117,19,81.0,3185.0,-0.23,18.8,90.0,0.0191000000000016,25.1,63.0,6,12.9,0.0,35.0,70.0,2.0,2,-1,1,1
1118,19,80.0,3155.0,-0.23,18.8,90.0,0.0134999999999969,24.7,63.0,6,12.9,0.0,34.0,70.0,2.0,2,-1,2,2
1119,19,79.0,3124.0,-0.32,18.8,90.0,0.0298000000000016,24.7,63.0,6,12.9,0.0,35.0,70.0,2.0,2,-1,2,2
1120,19,76.0,3017.0,-0.56,18.4,88.0,0.0234999999999985,24.7,63.0,6,12.9,0.0,22.0,70.0,2.0,2,-1,1,1
1121,19,74.0,2940.0,-0.72,18.4,87.0,0.0167999999999999,24.7,63.0,6,12.9,0.0,21.0,70.0,2.0,1,-1,1,1
1122,19,73.0,2880.0,-0.49,18.8,87.0,0.0247000000000028,24.3,63.0,6,12.9,0.0,21.0,70.0,2.0,1,-1,2,2
1123,19,73.0,2856.0,-0.23,35.7,87.0,0.0176999999999978,87.1,63.0,6,12.9,0.0,20.0,70.0,2.0,1,-1,1,1
1124,19,73.0,2887.0,0.23,36.9,87.0,0.0136000000000002,66.7,63.0,6,12.9,0.0,19.0,70.0,1.0,1,-1,1,1
1125,19,75.0,2959.0,0.17,64.7,87.0,0.0317000000000007,94.1,63.0,6,12.9,0.0,20.0,70.0,1.0,1,-1,1,1
1126,19,75.0,2951.0,-0.23,62.7,87.0,0.0193000000000012,58.4,63.0,6,12.9,0.0,20.0,70.0,1.0,1,-1,1,1
1127,19,75.0,2944.0,-0.5,27.1,87.0,0.0180999999999968,66.7,63.0,6,12.9,0.0,20.0,70.0,1.0,1,-1,1,1
1128,19,74.0,2917.0,-0.5,56.9,88.0,0.022400000000001,81.2,63.0,6,12.9,0.0,20.0,70.0,1.0,1,-1,1,1
1129,19,73.0,2876.0,-0.24,65.9,88.0,0.0196000000000005,91.4,63.0,6,12.9,0.0,19.0,70.0,1.0,1,-1,1,1
1130,19,73.0,2860.0,-0.23,67.8,90.0,0.018699999999999,92.5,63.0,6,12.9,0.0,20.0,70.0,1.0,1,1,1,1
1131,19,73.0,2860.0,-0.23,68.6,90.0,0.0182999999999999,92.2,63.0,6,12.9,0.0,20.0,70.0,1.0,1,-1,1,1
1132,19,73.0,2848.0,-0.23,67.8,90.0,0.0239000000000011,91.8,62.0,6,12.9,0.0,19.0,70.0,1.0,1,-1,1,1
1133,19,72.0,2848.0,-0.25,67.8,90.0,0.0162000000000013,91.8,62.0,6,12.9,0.0,19.0,70.0,1.0,1,-1,1,1
1134,19,72.0,2836.0,-0.22,67.5,91.0,0.0256999999999969,91.8,62.0,6,12.9,0.0,19.0,70.0,1.0,1,1,1,1
1135,19,71.0,2795.0,-0.23,66.3,91.0,0.0180000000000006,90.2,62.0,6,12.9,0.0,19.0,70.0,1.0,1,-1,1,1
1136,19,71.0,2785.0,-0.2,31.0,91.0,0.017400000000002,84.7,62.0,6,12.9,0.0,20.0,90.0,0.0,1,-1,1,1
1137,19,71.0,2751.0,-0.23,59.6,90.0,0.0233999999999987,90.2,62.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1138,19,70.0,2747.0,-0.48,64.7,90.0,0.0109999999999992,78.8,62.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1139,19,68.0,2658.0,-0.48,47.5,88.0,0.0222000000000015,31.8,62.0,6,12.9,0.0,8.0,90.0,0.0,1,-1,1,1
1140,19,67.0,2645.0,-0.41,20.0,87.0,0.0216999999999991,79.2,62.0,6,12.9,0.0,8.0,90.0,0.0,1,-1,1,1
1141,19,65.0,2561.0,-0.37,33.7,87.0,0.0075000000000002,33.7,63.0,6,12.9,0.0,9.0,90.0,0.0,1,1,1,1
1142,19,64.0,2529.0,-0.46,19.6,87.0,0.0287000000000006,86.3,63.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1143,19,61.0,2423.0,-0.96,18.8,88.0,0.0150000000000005,20.0,63.0,6,12.9,0.0,8.0,90.0,0.0,1,-1,1,1
1144,19,59.0,2334.0,-0.91,61.2,88.0,0.0150999999999967,89.0,63.0,6,12.9,0.0,8.0,90.0,0.0,1,-1,1,1
1145,19,59.0,2323.0,-0.23,62.0,88.0,0.0192000000000014,89.4,63.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1146,19,59.0,2318.0,0.0,57.6,89.0,0.0155999999999991,89.0,63.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1147,19,59.0,2311.0,0.0,35.3,90.0,0.0168999999999996,89.0,63.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1148,19,58.0,2291.0,-0.73,16.5,90.0,0.0135000000000005,42.0,63.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1149,19,55.0,2166.0,-0.91,16.5,90.0,0.0151000000000003,22.4,63.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1150,19,52.0,2084.0,-1.16,16.1,90.0,0.0120000000000004,23.1,65.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1151,19,47.0,2489.0,-1.34,17.3,90.0,0.0050999999999987,23.5,65.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1152,19,48.0,2489.0,-0.67,84.3,90.0,0.0259999999999998,90.6,65.0,6,12.9,0.0,7.0,90.0,0.0,1,-1,1,1
1153,19,49.0,2555.0,0.23,85.5,90.0,0.012400000000003,91.8,66.0,6,12.9,0.0,6.0,90.0,0.0,1,-1,1,1
1154,19,51.0,2630.0,0.45,84.3,90.0,0.0131999999999976,92.5,66.0,6,12.9,0.0,6.0,90.0,0.0,1,-1,1,1
1155,19,52.0,2710.0,0.26,82.4,90.0,0.0153999999999996,92.5,66.0,6,12.9,0.0,5.0,90.0,0.0,1,-1,1,1
1156,19,53.0,2743.0,0.24,81.6,90.0,0.0095000000000027,93.7,66.0,6,12.9,0.0,5.0,90.0,0.0,1,-1,1,1
1157,19,55.0,2859.0,0.36,85.5,90.0,0.0174999999999982,95.7,66.0,6,12.9,0.0,5.0,90.0,0.0,1,-1,1,1
1158,19,56.0,2924.0,0.24,85.5,89.0,0.0133000000000009,96.9,66.0,6,12.9,0.0,3.0,70.0,0.0,1,-1,1,1
1159,19,58.0,2988.0,0.41,82.7,88.0,0.0179000000000009,98.0,66.0,6,12.9,0.0,4.0,70.0,0.0,1,-1,1,1
1160,19,60.0,3078.0,0.42,82.0,88.0,0.0178999999999973,98.0,66.0,6,12.9,0.0,4.0,70.0,0.0,1,-1,2,2
1161,19,61.0,3157.0,0.34,73.3,88.0,0.0180000000000006,97.6,66.0,6,12.9,0.0,4.0,90.0,0.0,1,-1,1,1
1162,19,62.0,3199.0,0.41,73.3,89.0,0.0106000000000001,98.4,66.0,6,12.9,0.0,4.0,90.0,0.0,1,-1,1,1
1163,19,63.0,3233.0,0.0,69.8,89.0,0.0248999999999988,97.3,66.0,6,12.9,0.0,5.0,70.0,0.0,1,-1,1,1
1164,19,64.0,3267.0,0.23,72.9,90.0,0.0161000000000015,98.4,65.0,6,12.9,0.0,5.0,70.0,0.0,1,-1,1,1
1165,19,63.0,3265.0,-0.24,29.4,90.0,0.0204999999999984,74.1,65.0,6,12.9,0.0,4.0,70.0,0.0,1,-1,1,1
1166,19,63.0,3251.0,-0.24,28.2,90.0,0.0151000000000003,66.3,65.0,6,12.9,0.0,3.0,70.0,0.0,1,-1,1,1
1167,19,62.0,3204.0,-0.24,36.9,90.0,0.0103000000000008,88.2,65.0,6,12.9,0.0,3.0,70.0,0.0,1,-1,1,1
1168,19,63.0,3271.0,0.18,39.2,90.0,0.0268000000000014,92.9,65.0,6,12.9,0.0,2.0,90.0,0.0,1,-1,1,1
1169,19,64.0,3304.0,0.22,36.1,90.0,0.0155999999999991,89.4,65.0,6,12.9,0.0,2.0,90.0,0.0,1,-1,1,2
1170,19,64.0,3313.0,0.0,29.4,90.0,0.016300000000001,78.8,65.0,6,12.9,0.0,2.0,90.0,0.0,1,-1,1,2
1171,19,64.0,3294.0,-0.45,27.5,90.0,0.0174999999999982,87.1,65.0,6,12.9,0.0,2.0,90.0,0.0,1,-1,1,2
1172,19,63.0,3221.0,-0.44,49.0,90.0,0.0145000000000017,94.1,65.0,6,12.9,0.0,2.0,90.0,0.0,1,-1,1,1
1173,19,62.0,2905.0,-0.36,83.1,90.0,0.0216999999999991,90.6,65.0,6,12.9,0.0,3.0,90.0,0.0,1,-1,1,1
1174,19,62.0,2391.0,-0.35,83.9,90.0,0.0145999999999979,91.0,66.0,6,12.9,0.0,3.0,90.0,0.0,1,-1,1,1
1175,19,62.0,2397.0,-0.23,80.4,90.0,0.0202000000000026,91.0,66.0,6,12.9,0.0,3.0,90.0,0.0,1,1,1,1
1176,19,61.0,2405.0,-0.24,78.4,90.0,0.0159999999999982,90.6,66.0,6,12.9,0.0,3.0,50.0,0.0,1,-1,1,1
1177,19,62.0,2411.0,0.23,78.0,90.0,0.0140999999999991,90.6,66.0,6,12.9,0.0,3.0,50.0,1.0,1,-1,1,1
1178,19,61.0,2411.0,-0.18,71.4,90.0,0.0162000000000013,90.6,66.0,6,12.9,0.0,3.0,50.0,1.0,1,-1,1,1
1179,19,62.0,2425.0,0.0,84.7,90.0,0.0195000000000007,91.0,66.0,6,12.9,0.0,3.0,50.0,1.0,1,-1,1,1
1180,19,62.0,2434.0,0.12,83.1,90.0,0.0189999999999983,91.0,66.0,6,12.9,0.0,3.0,50.0,1.0,1,-1,1,1
1181,19,62.0,2440.0,0.0,85.1,90.0,0.018699999999999,90.6,67.0,6,12.9,0.0,4.0,50.0,1.0,1,-1,1,1
1182,19,62.0,2457.0,0.0,81.6,90.0,0.0146000000000015,90.6,67.0,6,12.9,0.0,4.0,50.0,1.0,1,-1,1,1
1183,19,63.0,2472.0,0.0,85.5,90.0,0.0153999999999996,90.6,67.0,6,12.9,0.0,4.0,50.0,1.0,1,-1,1,1
1184,19,63.0,2488.0,0.18,85.5,90.0,0.0217999999999989,90.6,67.0,6,12.9,0.0,4.0,50.0,1.0,1,-1,1,1
1185,19,63.0,2491.0,0.18,85.1,90.0,0.0161000000000015,90.6,67.0,6,12.9,0.0,4.0,50.0,1.0,1,-1,1,1
1186,19,63.0,2481.0,-0.22,69.8,90.0,0.0167000000000001,89.0,66.0,6,12.9,0.0,4.0,50.0,1.0,1,-1,1,1
1187,19,63.0,2477.0,0.0,78.0,90.0,0.0150000000000005,90.6,66.0,6,12.9,0.0,3.0,70.0,1.0,1,-1,1,1
1188,19,63.0,2472.0,0.0,74.5,90.0,0.0218999999999987,89.0,66.0,6,12.9,0.0,3.0,70.0,1.0,1,-1,1,1
1189,19,62.0,2440.0,-0.45,56.9,90.0,0.0103000000000008,88.6,66.0,6,12.9,0.0,3.0,70.0,1.0,1,-1,1,1
1190,19,61.0,2419.0,-0.35,30.2,90.0,0.0210000000000007,77.6,66.0,6,12.9,0.0,3.0,70.0,1.0,1,-1,1,1
1191,19,60.0,2361.0,-0.23,27.1,90.0,0.0154999999999994,72.2,65.0,6,12.9,0.0,3.0,70.0,1.0,1,-1,1,1
1192,19,59.0,2331.0,-0.47,26.7,90.0,0.0194000000000009,71.4,65.0,6,12.9,0.0,3.0,70.0,1.0,1,-1,1,1
1193,19,57.0,2276.0,-0.46,74.1,90.0,0.0127999999999985,91.0,65.0,6,12.9,0.0,4.0,70.0,1.0,1,-1,1,1
1194,19,57.0,2252.0,-0.24,59.2,90.0,0.0147000000000012,87.1,65.0,6,12.9,0.0,4.0,70.0,1.0,1,-1,1,1
1195,19,55.0,2163.0,-0.5,46.3,90.0,0.0155999999999991,42.0,65.0,6,12.9,0.0,5.0,70.0,1.0,1,-1,1,1
1196,19,53.0,2152.0,-0.68,16.5,90.0,0.0132000000000012,24.3,65.0,6,12.9,0.0,5.0,50.0,0.0,1,-1,1,1
1197,19,50.0,2013.0,-0.9,49.8,90.0,0.0174999999999982,91.8,65.0,6,12.9,0.0,7.0,50.0,0.0,1,-1,1,1
1198,19,48.0,1916.0,-0.44,27.1,90.0,0.008700000000001,77.3,65.0,6,12.9,0.0,6.0,50.0,0.0,1,-1,1,1
1199,19,45.0,1827.0,-0.95,15.7,90.0,0.0135000000000005,24.3,65.0,6,12.9,0.0,6.0,50.0,0.0,1,-1,1,1
1200,19,41.0,1674.0,-0.88,15.3,90.0,0.008899999999997,23.5,65.0,6,12.9,0.0,6.0,50.0,0.0,1,1,1,1
1201,19,39.0,1543.0,-0.97,27.8,90.0,0.0095000000000027,84.3,66.0,6,12.9,0.0,6.0,50.0,0.0,1,-1,1,1
1202,19,38.0,1499.0,-0.59,85.1,90.0,0.0170999999999992,96.9,66.0,6,12.9,0.0,6.0,50.0,0.0,1,-1,1,1
1203,19,38.0,1486.0,-0.24,85.5,90.0,0.0091000000000001,96.1,66.0,6,12.9,0.0,6.0,50.0,0.0,1,-1,1,1
1204,19,37.0,1484.0,-0.24,77.3,91.0,0.0091999999999998,93.7,66.0,6,12.9,0.0,6.0,70.0,0.0,1,-1,1,1
1205,19,37.0,1472.0,0.0,85.5,91.0,0.0093999999999994,97.6,66.0,6,12.9,0.0,5.0,70.0,0.0,1,-1,1,1
1206,19,37.0,1482.0,-0.71,83.9,91.0,0.0117000000000011,63.5,69.0,6,12.9,0.0,6.0,70.0,0.0,1,-1,1,1
1207,19,35.0,1984.0,0.29,84.7,91.0,0.0107999999999996,89.8,69.0,6,12.9,0.0,6.0,70.0,0.0,1,-1,1,1
1208,19,36.0,1892.0,0.29,84.7,91.0,0.0082999999999984,91.4,69.0,6,12.9,0.0,6.0,70.0,0.0,1,-1,1,1
1209,19,38.0,1949.0,0.25,61.6,91.0,0.0119000000000006,92.2,68.0,6,12.9,0.0,9.0,70.0,0.0,1,-1,1,1
1210,19,39.0,2011.0,0.22,69.0,91.0,0.010200000000001,92.5,68.0,6,12.9,0.0,10.0,70.0,0.0,1,-1,1,1
1211,19,39.0,2085.0,0.0,66.3,91.0,0.0090000000000003,92.5,68.0,6,12.9,0.0,10.0,90.0,0.0,1,-1,1,1
1212,19,40.0,2120.0,0.23,62.0,91.0,0.0109999999999992,91.0,68.0,6,12.9,0.0,10.0,90.0,0.0,1,-1,1,1
1213,19,42.0,2184.0,0.37,58.4,91.0,0.0126999999999988,90.6,65.0,6,12.9,0.0,10.0,90.0,0.0,1,-1,1,1
1214,19,43.0,2244.0,0.0,84.3,91.0,0.0139999999999993,92.5,65.0,6,12.9,0.0,10.0,90.0,0.0,1,1,1,1
1215,19,44.0,2304.0,0.22,84.7,91.0,0.011300000000002,91.8,65.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1216,19,45.0,2348.0,0.23,80.0,91.0,0.0106000000000001,91.4,65.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1217,19,46.0,2395.0,0.44,66.7,91.0,0.0084999999999979,89.0,63.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1218,19,47.0,2439.0,0.18,59.2,91.0,0.0204000000000021,89.0,63.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1219,19,47.0,2436.0,-0.17,33.7,91.0,0.0127999999999985,56.1,63.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1220,19,46.0,2410.0,-0.15,69.0,91.0,0.006499999999999,89.4,63.0,6,12.9,0.0,9.0,90.0,0.0,1,-1,1,1
1221,19,47.0,2447.0,0.15,84.3,91.0,0.0173000000000023,90.6,64.0,6,12.9,0.0,10.0,90.0,0.0,1,-1,1,1
1222,19,48.0,2497.0,0.2,82.7,91.0,0.0132999999999974,90.2,64.0,6,12.9,0.0,10.0,90.0,0.0,1,-1,1,1
1223,19,48.0,2542.0,0.0,72.5,91.0,0.0081000000000024,89.8,64.0,6,12.9,0.0,10.0,90.0,0.0,1,-1,1,1
1224,19,51.0,2597.0,0.18,71.4,91.0,0.0205999999999981,89.8,64.0,6,12.9,0.0,10.0,90.0,0.0,1,-1,1,1
1225,19,51.0,2655.0,-0.25,63.5,91.0,0.0124999999999992,89.8,65.0,6,12.9,0.0,12.0,90.0,0.0,1,-1,1,1
1226,19,52.0,2653.0,-0.25,21.2,91.0,0.0156000000000027,42.0,65.0,6,12.9,0.0,14.0,90.0,0.0,1,-1,1,1
1227,19,51.0,2646.0,-0.47,74.5,91.0,0.0134000000000007,90.6,65.0,6,12.9,0.0,13.0,90.0,0.0,1,-1,1,1
1228,19,53.0,2723.0,0.23,78.0,91.0,0.0117999999999973,91.0,65.0,6,12.9,0.0,14.0,80.0,1.0,1,-1,1,1
1229,19,56.0,2881.0,0.56,77.3,91.0,0.0198,91.8,67.0,6,12.9,0.0,14.0,80.0,1.0,1,-1,1,1
1230,19,56.0,2892.0,0.0,67.1,91.0,0.0137,78.0,67.0,6,12.9,0.0,15.0,80.0,1.0,1,-1,1,1
1231,19,55.0,2820.0,-0.73,18.0,91.0,0.0133000000000009,23.9,67.0,6,12.9,0.0,16.0,80.0,1.0,1,-1,1,1
1232,19,52.0,2734.0,-0.7,36.5,91.0,0.0124999999999992,88.6,67.0,6,12.9,0.0,16.0,80.0,1.0,1,-1,1,1
1233,19,55.0,2832.0,0.22,66.3,91.0,0.018699999999999,91.8,67.0,6,12.9,0.0,16.0,80.0,1.0,1,-1,1,1
1234,19,57.0,2930.0,0.72,66.7,91.0,0.0155000000000029,84.3,67.0,6,12.9,0.0,16.0,80.0,1.0,1,-1,1,1
1235,19,56.0,2934.0,-0.73,17.6,91.0,0.017599999999998,24.7,67.0,6,12.9,0.0,16.0,60.0,1.0,1,-1,1,1
1236,19,52.0,2771.0,-0.97,23.5,91.0,0.0130000000000016,23.9,67.0,6,12.9,0.0,16.0,60.0,1.0,1,1,1,1
1237,19,52.0,2699.0,-0.67,36.1,91.0,0.0135000000000005,65.9,69.0,6,12.9,0.0,16.0,60.0,1.0,1,-1,1,1
1238,19,53.0,2762.0,0.43,62.7,91.0,0.0137999999999998,89.0,69.0,6,12.9,0.0,15.0,60.0,1.0,1,1,1,1
1239,19,53.0,2759.0,0.2,17.3,91.0,0.0066999999999985,24.3,69.0,6,12.9,0.0,14.0,60.0,1.0,1,-1,1,1
1240,19,50.0,2644.0,-0.48,17.6,91.0,0.0212000000000003,23.9,69.0,6,12.9,0.0,13.0,90.0,1.0,1,-1,1,1
1241,19,49.0,2539.0,-0.47,17.6,91.0,0.016099999999998,23.5,69.0,6,12.9,0.0,14.0,90.0,1.0,1,-1,1,1
1242,19,49.0,2525.0,-0.23,17.6,90.0,0.011300000000002,23.5,68.0,6,12.9,0.0,14.0,90.0,1.0,1,1,1,1
1243,19,49.0,2544.0,0.24,17.6,90.0,0.0157999999999987,23.5,68.0,6,12.9,0.0,14.0,90.0,1.0,1,-1,1,1
1244,19,49.0,2561.0,-0.46,17.6,90.0,0.0133000000000009,24.3,68.0,6,12.9,0.0,15.0,90.0,1.0,1,-1,1,1
1245,19,45.0,2383.0,-0.9,17.3,90.0,0.0123999999999995,23.9,65.0,6,12.9,0.0,14.0,90.0,1.0,1,1,1,1
1246,19,45.0,2318.0,0.23,16.9,90.0,0.0094999999999991,22.7,65.0,6,12.9,0.0,12.0,90.0,1.0,1,-1,1,1
1247,19,46.0,2395.0,0.23,17.3,90.0,0.0152999999999998,23.1,63.0,6,12.9,0.0,11.0,90.0,1.0,1,-1,1,1
1248,19,47.0,2448.0,0.24,17.3,90.0,0.0116000000000013,23.5,63.0,6,12.9,0.0,11.0,90.0,1.0,1,-1,1,1
1249,19,48.0,2509.0,0.24,17.3,90.0,0.0116000000000013,23.5,63.0,6,12.9,0.0,9.0,90.0,1.0,1,1,1,1
1250,19,49.0,2519.0,0.23,17.6,90.0,0.0117999999999973,23.5,64.0,6,12.9,0.0,7.0,70.0,0.0,1,-1,1,2
1251,19,51.0,2724.0,0.17,45.9,90.0,0.0177000000000013,82.7,64.0,6,12.9,0.0,7.0,70.0,0.0,1,-1,1,1
1252,19,57.0,2913.0,0.84,42.7,89.0,0.0154999999999994,87.8,64.0,6,12.9,0.0,7.0,70.0,0.0,1,-1,1,1
1253,19,62.0,3148.0,1.22,62.7,89.0,0.0190000000000019,94.5,65.0,6,12.9,0.0,5.0,70.0,0.0,1,-1,1,1
1254,19,62.0,3243.0,0.23,19.2,89.0,0.0152000000000001,25.5,65.0,6,12.9,0.0,6.0,70.0,0.0,1,1,1,1
1255,19,64.0,3288.0,0.23,19.2,89.0,0.0157999999999987,25.9,65.0,6,12.9,0.0,4.0,70.0,0.0,1,-1,1,1
1256,19,64.0,3301.0,0.17,19.2,89.0,0.0189999999999983,25.9,65.0,6,12.9,0.0,4.0,70.0,0.0,1,-1,1,1
1257,19,64.0,3312.0,0.0,19.2,89.0,0.0156000000000027,25.9,65.0,6,12.9,0.0,4.0,70.0,0.0,1,-1,1,1
1258,19,65.0,3311.0,0.23,19.2,89.0,0.0167999999999999,25.9,65.0,6,12.9,0.0,5.0,90.0,0.0,1,-1,1,1
1259,19,64.0,3307.0,-0.34,19.2,88.0,0.0178999999999973,25.5,65.0,6,12.9,0.0,4.0,90.0,0.0,1,-1,1,1
1260,19,63.0,3291.0,-0.15,19.2,88.0,0.0214999999999996,25.5,65.0,6,12.9,0.0,5.0,90.0,0.0,1,-1,1,1
1261,19,64.0,3307.0,0.2,19.2,88.0,0.0060999999999999,25.5,65.0,6,12.9,0.0,5.0,90.0,0.0,1,-1,1,1
1262,19,65.0,2543.0,0.2,17.6,88.0,0.0273000000000003,22.7,66.0,6,12.9,0.0,5.0,90.0,0.0,1,-1,1,1
