,time,steering_angle,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,barometric_pressure,distance_travelled,engine_load_value,altitude,id_vehicle,latitude,longitude,id_driver,heart_rate,current_weather,has_precipitation,is_day_time,temperature,real_feel_temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,cloud_cover,ceiling,pressure,precipitation,accidents_onsite,design_speed
1338,10:09:19,0.861568247821878,0.0,0.03424657534246575,0.48607594936708853,0.005420054200542007,0.4285714285714288,0.833333333333333,0.16666666666666785,0.29267821683682427,0.369,0.8156779661016946,1,-0.211673,-78.492638,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1339,10:09:20,0.861568247821878,0.0,0.03359425962165688,0.48607594936708853,0.005420054200542007,0.4285714285714288,0.7777777777777777,0.16666666666666785,0.29267821683682427,0.396,0.8156779661016946,1,-0.211673,-78.492638,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1340,10:09:21,0.8625363020329139,0.0,0.03359425962165688,0.5063291139240506,0.005420054200542007,0.4285714285714288,0.833333333333333,0.16666666666666785,0.29267821683682427,0.396,0.8156779661016946,1,-0.211673,-78.492638,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1341,10:09:22,0.8625363020329139,0.0,0.0273972602739726,0.5063291139240506,0.005420054200542007,0.4285714285714288,0.833333333333333,0.16666666666666785,0.29267821683682427,0.42,0.8156779661016946,1,-0.211673,-78.492638,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1342,10:09:23,0.8373668925459826,0.012658227848101266,0.40084801043705154,0.5063291139240506,0.15447154471544713,0.4285714285714288,0.8888888888888893,0.16666666666666785,0.2926801674397556,0.875,0.8156779661016946,1,-0.211673,-78.492638,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1343,10:09:24,0.7889641819941917,0.0379746835443038,0.3088714938030006,0.5746835443037974,0.027100271002710036,0.4285714285714288,0.8888888888888893,0.16666666666666785,0.29269577226320653,0.38,0.8156779661016946,1,-0.211673,-78.492638,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1344,10:09:25,0.6418199419167474,0.0379746835443038,0.17579908675799086,0.5898734177215189,0.005420054200542007,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2927094264837261,0.298,0.8156779661016946,1,-0.211671,-78.492642,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1345,10:09:26,0.4569215876089061,0.05063291139240506,0.13861709067188518,0.5772151898734177,0.005420054200542007,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2927308831159711,0.275,0.8156779661016946,1,-0.211669,-78.492652,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1346,10:09:27,0.35527589545014526,0.05063291139240506,0.09784735812133075,0.5493670886075949,0.005420054200542007,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2927503891452848,0.278,0.8156779661016946,1,-0.211665,-78.492671,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1347,10:09:28,0.3378509196515005,0.05063291139240506,0.09621656881930854,0.5265822784810126,0.02168021680216803,0.4285714285714288,0.833333333333333,0.16666666666666785,0.29277574698339254,0.41200000000000003,0.8156779661016946,1,-0.211665,-78.492671,1,0.37142857142857144,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1348,10:09:29,0.3262342691190707,0.0379746835443038,0.1131767775603392,0.481012658227848,0.02168021680216803,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2928030554244317,0.44700000000000006,0.8156779661016946,1,-0.211659,-78.492684,1,0.37142857142857144,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1349,10:09:30,0.3378509196515005,0.0379746835443038,0.11676451402478796,0.481012658227848,0.02168021680216803,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2928030554244317,0.43100000000000005,0.8156779661016946,1,-0.211655,-78.492695,1,0.37142857142857144,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1350,10:09:31,0.40174249757986447,0.0379746835443038,0.11872146118721463,0.481012658227848,0.01626016260162602,0.2857142857142865,0.833333333333333,0.16666666666666785,0.29282061085081396,0.41600000000000004,0.8135593220338988,1,-0.211649,-78.492702,1,0.37142857142857144,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1351,10:09:32,0.452081316553727,0.02531645569620253,0.10339204174820613,0.4759493670886075,0.01626016260162602,0.2857142857142865,0.833333333333333,0.16666666666666785,0.29282841326253944,0.40399999999999997,0.8114406779661021,1,-0.211644,-78.49271,1,0.37142857142857144,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1352,10:09:33,0.45304937076476287,0.0,0.062296151337247224,0.430379746835443,0.01626016260162602,0.2857142857142865,0.7777777777777777,0.16666666666666785,0.29282841326253944,0.41200000000000003,0.8135593220338988,1,-0.211644,-78.49271,1,0.37142857142857144,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1353,10:09:34,0.45401742497579867,0.0,0.025766470971950423,0.44050632911392396,0.010840108401084014,0.2857142857142865,0.7777777777777777,0.16666666666666785,0.29282841326253944,0.47500000000000003,0.8135593220338988,1,-0.21164,-78.492716,1,0.37142857142857144,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1354,10:09:35,0.45401742497579867,0.0,0.02609262883235486,0.460759493670886,0.010840108401084014,0.2857142857142865,0.833333333333333,0.16666666666666785,0.29282841326253944,0.48200000000000004,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1355,10:09:36,0.45401742497579867,0.0,0.020221787345075015,0.5063291139240506,0.010840108401084014,0.2857142857142865,0.7777777777777777,0.16666666666666785,0.29282841326253944,0.48200000000000004,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1356,10:09:37,0.45401742497579867,0.0,0.02674494455316373,0.5063291139240506,0.010840108401084014,0.4285714285714288,0.833333333333333,0.16666666666666785,0.29282841326253944,0.48600000000000004,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1357,10:09:38,0.45401742497579867,0.0,0.02511415525114155,0.5063291139240506,0.010840108401084014,0.4285714285714288,0.7777777777777777,0.16666666666666785,0.29282841326253944,0.48200000000000004,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1358,10:09:39,0.4559535333978703,0.0,0.026418786692759294,0.5063291139240506,0.010840108401084014,0.4285714285714288,0.8888888888888893,0.16666666666666785,0.29282841326253944,0.47500000000000003,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1359,10:09:40,0.4966118102613747,0.0,0.03261578604044357,0.5063291139240506,0.010840108401084014,0.4285714285714288,0.7777777777777777,0.16666666666666785,0.29282841326253944,0.46299999999999997,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1360,10:09:41,0.500484027105518,0.02531645569620253,0.060013046314416174,0.5291139240506328,0.01626016260162602,0.4285714285714288,0.7777777777777777,0.16666666666666785,0.292842067483059,0.47100000000000003,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1361,10:09:42,0.500484027105518,0.05063291139240506,0.07893020221787342,0.5772151898734177,0.01626016260162602,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2928596229094413,0.455,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1362,10:09:43,0.5043562439496612,0.0759493670886076,0.07501630789302019,0.6379746835443036,0.06368563685636858,0.4285714285714288,0.8888888888888893,0.16666666666666785,0.29289083255634313,0.71,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1363,10:09:44,0.4975798644724105,0.11392405063291139,0.04598825831702544,0.6734177215189873,0.01626016260162602,0.4285714285714288,0.8888888888888893,0.16666666666666785,0.2929395976296273,0.831,0.8135593220338988,1,-0.21164,-78.492716,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1364,10:09:45,0.4966118102613747,0.12658227848101267,0.0724070450097847,0.6481012658227847,0.02168021680216803,0.4285714285714288,0.7777777777777777,0.16666666666666785,0.29298836270291145,0.5650000000000001,0.8135593220338988,1,-0.211616,-78.492734,1,0.34285714285714275,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1365,10:09:46,0.49951597289448213,0.12658227848101267,0.07697325505544686,0.6050632911392404,0.02168021680216803,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2930371277761956,0.506,0.8135593220338988,1,-0.211601,-78.492752,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1366,10:09:47,0.5043562439496612,0.12658227848101267,0.07110241356816696,0.5518987341772151,0.02168021680216803,0.4285714285714288,0.833333333333333,0.16666666666666785,0.29308199164361703,0.51,0.8156779661016946,1,-0.211583,-78.492773,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1367,10:09:48,0.5091965150048403,0.1518987341772152,0.11709067188519243,0.5645569620253164,0.03794037940379405,0.4285714285714288,0.7777777777777777,0.16666666666666785,0.2931483121432835,0.518,0.8156779661016946,1,-0.211565,-78.492793,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1368,10:09:49,0.500484027105518,0.1518987341772152,0.1089367253750815,0.5493670886075949,0.03794037940379405,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2932243856576068,0.537,0.8135593220338988,1,-0.211549,-78.492813,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1369,10:09:50,0.5024201355275896,0.13924050632911392,0.09817351598173515,0.44810126582278476,0.04336043360433606,0.4285714285714288,0.833333333333333,0.16666666666666785,0.29329265676020455,0.5920000000000001,0.8135593220338988,1,-0.211529,-78.49284,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
1370,10:09:51,0.4975798644724105,0.11392405063291139,0.050880626223091974,0.4126582278481012,0.04878048780487804,0.4285714285714288,0.833333333333333,0.16666666666666785,0.2933433724364201,0.7140000000000001,0.8135593220338988,1,-0.211505,-78.492865,1,0.3142857142857143,1.0,0,1,0.4920634920634921,0.31868131868131866,0.10526315789473684,0.0,0.6000000000000001,0.2500000000000002,0.0,1.0,0.6053491467989834,0.9324324324324209,1.0,0.19753086419753088,0.5
