timestamp,heart rate,cadence,distance,temperature,fractional cadence,enhanced speed,cycle length 16
2023-12-18T19:21:07.000Z,62,0,0.00,27,0.00,,0.00
2023-12-18T19:21:08.000Z,62,0,0.00,27,0.00,0.000,0.00
2023-12-18T19:21:16.000Z,65,0,0.00,27,0.00,0.000,0.00
2023-12-18T19:21:26.000Z,62,0,0.00,27,0.00,0.000,0.00
2023-12-18T19:22:06.000Z,59,0,0.00,26,0.00,0.000,0.00
2023-12-18T19:22:09.000Z,62,0,0.00,26,0.00,0.000,0.00
2023-12-18T19:22:20.000Z,65,0,0.00,26,0.00,0.000,0.00
2023-12-18T19:22:25.000Z,66,0,0.00,26,0.00,0.000,0.00
